date,endDate,incompleteResultLabel,resultId,device,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16.1,Q16.2,Q16.3,Q16.4,Q16.5,Q16.6,Q16.7,Q16.8,Q16.9,Q16.10,Q16.11,Q16.12,Q16.13,Q16.14,Q16.15,Q17.1,Q17.2,Q17.3,Q17.4,Q17.5,Q17.6,Q17.7,Q17.7.1,Q18,Q18.1.1,Q19,Q20,Q21,Q22,Q23,Q24,VAR00006,VAR00005,VAR00004,VAR00003,VAR00002,VAR00001,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57.1,Q57.2,Q57.3,Q57.4,Q58,Q59,Q60,Q61,Q62,Q63,Q64.1,Q64.2,Q64.3,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72.1,Q72.2,Q72.3,Q72.4,Q72.5,Q72.6,Q72.7,Q72.8,Q72.9,Q72.10,Q72.11,Q72.11.1,Q73.1,Q73.2,Q73.3,Q73.4,Q73.5,Q73.6,Q73.7,Q73.8,Q73.9,Q73.10,Q73.11,Q73.11.1,Q74,Q75,Q76.1,Q76.2,Q76.3,Q76.4,Q76.5,Q76.6,Q76.7,Q76.7.1,Q77,Q78,Q79.1,Q79.2,Q79.3,Q79.4,Q79.5,Q79.6,Q79.7,Q79.7.1,Q80,Q81,Q81.1.1,Q82,Q82.1.1,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q97.1.1,Q98,Q99,Q100.1,Q100.2,Q100.3,Q101,Q101.1.1,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112
2023-11-10T12:08:35Z,2023-11-10T12:16:32Z,False,45992394,aemtablet13,350,4,1,Igual,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,No,No,No,No,No,No,NA,NA,NA,NA,NA,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,8,8,10,8,7,9,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,10,9,9,10,8,10,7,No,NA,,10,No hubo apagones,No,NA,,9,3,No,NA,,10,10,7,No,NA,,5,No,NA,,6,7,10,10,10,10,5,6,9,9,10,Nunca,Mucho,Mucho,Mucho,x,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Pobreza,,Nada,No,,,Baja,Gobierno Federal,10,6,5,7,Sí,No,No,Sí,Basureros/tiraderos clandestinos (en casas/terrenos),,Sí recordo sin apoyo visual,NA,Totalmente en desacuerdo,Totalmente en desacuerdo,NS/NC,Mujer,,62,60 anos o más,Hogar,Primaria terminada,No,NA,,NS/NC,,la joya,No
2023-11-10T09:48:06Z,2023-11-10T09:58:06Z,False,45992395,aemtablet13,350,4,1,Mejorado algo,"Les alcanza justo, sin grandes dificultades",Sí,10,,Publica,,,NA,10,,Publica,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,Médicos de farmacias/genericos,,10,10,10,10,10,10,Satisfecho,Satisfecho,Algo satisfecho,Satisfecho,Satisfecho,Satisfecho,10,10,10,10,10,8,7,No,NA,,10,Solo hubo un apagon,No,NA,,10,3,No,NA,,10,10,8,No,NA,,3,No,NA,,9,8,10,8,10,10,9,10,10,7,8,Nunca,Mucho,Mucho,Mucho,juan gabriel la casa,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Transporte publico,,Inseguridad/Violencia,,Nada,No,,,Alta,Gobierno Federal,8,9,8,6,No,Sí,No,Sí,Parques sucios/descuidados,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,59,45 a 59 anos,Empleado empresa privada,Primaria terminada,Si,NS/NC,800,No percibe ingresos Familiares,,segunda burocreta,Si
2023-11-10T12:17:38Z,2023-11-10T12:26:59Z,False,45992396,aemtablet13,350,4,1,Empeorado mucho,"Les alcanza justo, sin grandes dificultades",Sí,,,NA,,,NA,10,,Publica,Sí,Sí,Sí,Sí,Sí,NA,Sí,Sí,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,Servicio medico privado/particulares,,10,9,9,10,8,9,Muy insatisfecho,Muy insatisfecho,Poco satisfecho,Muy insatisfecho,Muy insatisfecho,Satisfecho,10,9,9,9,10,10,7,No,NA,,10,Solo hubo un apagon,Si,Si,5,10,3,No,NA,,9,9,9,No,NA,,5,No,NA,,9,9,10,10,10,10,4,6,9,9,10,Muchas veces,Mucho,Mucho,Mucho,chamizal,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Corrupcion,,Nada,No,,,Muy alta,Gobierno Federal,2,6,2,5,No,Sí,Sí,Sí,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,43,30 a 44 anos,"Empleado de empresa pública (en gobierno, CFE, Junta de Agua, PEMEX, etc)",Maestría/Doctorado,Si,"$4,373.75 a $6,560.61",,"$4,373.75 a $6,560.61",,la joya,No
2023-11-10T11:54:52Z,2023-11-10T12:03:07Z,False,45992398,aemtablet13,3887,6,1,Empeorado algo,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,NA,NA,NA,NA,NA,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,5,4,6,6,5,6,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,10,6,7,6,10,5,7,No,NA,,9,Solo hubo un apagon,No,NA,,10,3,No,NA,,7,6,5,No,NA,,6,No,NA,,8,4,3,3,2,3,5,6,6,6,10,Nunca,Mucho,Bastante,Mucho,x,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Pobreza,,Nada,No,,,Muy alta,Gobierno Federal,5,5,3,6,Sí,No,No,Sí,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,69,60 anos o más,Empleador/empresario,Primaria terminada,Si,"$2,186.88 a $4,373.74",,"$4,373.75 a $6,560.61",,palmas,No
2023-11-10T12:43:55Z,2023-11-10T12:58:59Z,False,45992399,aemtablet23,3887,6,7,Mejorado mucho,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,NA,NA,NA,NA,NA,NA,Selected,isadi,Médicos de farmacias/genericos,,9,9,10,8,9,9,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,10,10,10,10,9,9,7,No,NA,,10,Solo hubo un apagon,No,NA,,5,1,Si,No,7,7,10,9,No,NA,,3,No,NA,,9,10,10,10,10,10,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,7,No hay espacios para personas con discapacidad en el area,Nunca,Mucho,Mucho,Mucho,la x,1,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Pobreza,,Nada,No,,,Muy alta,Gobierno Federal,8,8,7,8,No,Sí,No,No,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,64,60 anos o más,Empleador/empresario,Universidad terminada,No,NA,,"$4,373.75 a $6,560.61",,la joya,Si
2023-11-10T12:33:33Z,2023-11-10T12:43:24Z,False,45992400,aemtablet23,3887,6,7,Mejorado algo,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,8,8,6,7,8,8,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,8,8,8,8,5,7,7,No,NA,,8,No hubo apagones,No,NA,,8,3,No,NA,,7,7,7,No,NA,,6,No,NA,,7,8,8,8,8,8,9,No cuenta con bibliotecas,No cuenta con centros comunitarios,8,No hay espacios para personas con discapacidad en el area,Algunas veces,Algo,Poco,Poco,la x,1,Sí,1,1,NA,Si,NA,NA,NA,Selected,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Poco,Drogadiccion,,Inseguridad/Violencia,,Nada,No,,,Media,Gobierno Federal,8,8,5,6,No,No,No,No,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,24,30 a 44 anos,Empleado empresa privada,Preparatoria terminada,No,NA,,"$2,186.88 a $4,373.74",,la joya,Si
2023-11-10T12:15:16Z,2023-11-10T12:30:16Z,False,45992401,aemtablet23,3887,6,7,Empeorado mucho,No les alcanza y tienen grandes dificultades,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,NA,Selected,NA,NA,NA,NA,NA,,ISSSTE,,1,1,3,1,1,7,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,10,10,10,10,2,10,7,No,NA,,5,Al menos una vez al mes,No,NA,,10,2,No,NA,,10,9,9,No,NA,,7,No,NA,,9,10,8,8,8,8,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,7,8,Nunca,Bastante,Bastante,Bastante,la x,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Nada,Inseguridad/Violencia,,Drogadiccion,,Nada,Sí,fiscalia,robo,Media,Gobierno Federal,7,8,7,7,No,Sí,No,No,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,59,45 a 59 anos,Desempleado,Universidad terminada,No,NA,,No percibe ingresos Familiares,desempleado,la joya,Si
2023-11-10T13:13:58Z,2023-11-10T13:33:22Z,False,45992449,aemtablet6,3887,6,9,Mejorado algo,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,10,10,10,9,10,9,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,8,10,8,10,10,10,7,No,NA,,10,No hubo apagones,No,NA,,10,2,No,NA,,10,10,9,No,NA,,9,No,NA,,10,8,10,10,10,10,9,9,9,8,7,Nunca,Algo,Algo,Algo,ls x,NA,Sí,NA,NA,1,Si,NA,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Drogadiccion,,Nada,No,,,Muy alta,La misma ciudadanía,10,9,8,7,Sí,Sí,No,Sí,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,38,30 a 44 anos,Empleado empresa privada,Primaria incompleta,Si,"$0.00 a $2,186.87",,"$0.00 a $2,186.87",,,Si
2023-11-10T12:54:52Z,2023-11-10T13:11:04Z,False,45992450,aemtablet6,3887,6,9,Igual,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,NA,NA,NA,Selected,NA,NA,NA,,Médicos de farmacias/genericos,,9,9,9,9,9,9,Satisfecho,Satisfecho,Algo satisfecho,Muy insatisfecho,Satisfecho,Satisfecho,8,8,8,8,10,10,7,No,NA,,10,Solo hubo un apagon,No,NA,,10,3,No,NA,,7,8,8,No,NA,,7,No,NA,,8,7,5,5,5,5,7,7,No cuenta con centros comunitarios,7,7,Algunas veces,Algo,Algo,Algo,ls x,2,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Transporte publico,,Nada,No,,,Alta,La misma ciudadanía,7,7,7,6,No,Sí,No,No,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,59,45 a 59 anos,Empleado empresa privada,Primaria terminada,Si,"$4,373.75 a $6,560.61",,"$4,373.75 a $6,560.61",,,Si
2023-11-10T13:33:31Z,2023-11-10T13:52:57Z,False,45992451,aemtablet6,3887,6,9,Igual,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,NA,Sí,Sí,Sí,NA,Sí,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,Selected,NA,NA,,Servicio medico privado/particulares,,10,10,10,10,10,10,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,10,10,10,10,10,10,7,No,NA,,10,Al menos una vez al mes,No,NA,,8,3,No,NA,,10,7,10,No,NA,,7,No,NA,,10,10,10,10,10,10,8,8,8,7,9,Nunca,Mucho,Mucho,Mucho,monumento,2,Sí,NA,NA,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Pobreza,,Desempleo,,Nada,No,,,Media,Gobierno Municipal,8,7,7,8,No,No,No,No,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,77,60 anos o más,Jubilado/Pensionado,Universidad terminada,Si,"$2,186.88 a $4,373.74",,"$2,186.88 a $4,373.74",,,Si
2023-11-11T10:57:26Z,2023-11-11T11:15:11Z,False,45995873,aemtablet23,3887,6,7,Igual,No les alcanza y tienen dificultades,Sí,8,,Publica,No hay ninguna persona en educacion media,,NA,No hay ninguna persona en educacion superior,,NA,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,9,8,8,8,8,7,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,9,9,8,8,9,8,7,No,NA,,9,No hubo apagones,No,NA,,9,3,No,NA,,7,5,6,Si,No,1,8,No,NA,,9,7,5,5,8,8,8,No cuenta con bibliotecas,8,8,8,Nunca,Mucho,Mucho,Mucho,monumento benito juarez,NA,Sí,3,2,NA,Si,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Inseguridad/Violencia,,Nada,No,,,Media,Gobierno Municipal,8,7,8,7,No,No,No,No,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,53,45 a 59 anos,Empleado empresa privada,Secundaria terminada,No,NA,,"$0.00 a $2,186.87",,azrecas,Si
2023-11-11T11:16:08Z,2023-11-11T11:23:37Z,False,45995874,aemtablet23,3887,6,7,Mejorado algo,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,NA,NA,NA,Selected,NA,NA,NA,,Médicos de farmacias/genericos,,8,8,9,8,8,9,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,8,8,8,8,8,8,7,No,NA,,8,No hubo apagones,No,NA,,9,1,No,NA,,9,8,9,No,NA,,9,No,NA,,8,8,8,8,8,8,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,8,No hay espacios para personas con discapacidad en el area,Nunca,Algo,Algo,Algo,la x,NA,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Inseguridad/Violencia,,Nada,No,,,Media,Gobierno Municipal,7,7,9,8,No,No,No,No,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,24,18 a 29 anos,Empleado empresa privada,Secundaria incompleta,No,NA,,"$0.00 a $2,186.87",,azteca,Si
2023-11-11T11:23:55Z,2023-11-11T11:32:49Z,False,45995875,aemtablet23,3887,6,7,Mejorado algo,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,8,8,5,1,8,8,Poco satisfecho,Satisfecho,Poco satisfecho,Satisfecho,Satisfecho,Muy satisfecho,8,8,8,8,8,10,7,No,NA,,8,No hubo apagones,No,NA,,8,2,No,NA,,8,8,7,No,NA,,2,No,NA,,8,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,8,No cuenta con bibliotecas,No cuenta con centros comunitarios,8,No hay espacios para personas con discapacidad en el area,Nunca,Algo,Algo,Algo,la x,1,No,NA,NA,NA,Si,NA,NA,NA,Selected,NA,NA,NA,NA,Selected,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Inseguridad/Violencia,,Nada,No,,,Media,Gobierno Municipal,8,8,5,8,No,Sí,No,Sí,Basureros/tiraderos clandestinos (en casas/terrenos),,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,58,45 a 59 anos,Empleado empresa privada,Primaria terminada,No,NA,,"$0.00 a $2,186.87",,azteca,Si
2023-11-11T10:58:01Z,2023-11-11T11:13:13Z,False,45995902,aemtablet10,3887,6,8,Mejorado algo,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,9,8,7,9,8,8,Poco satisfecho,Poco satisfecho,Poco satisfecho,Poco satisfecho,Satisfecho,Algo satisfecho,8,8,8,8,9,5,7,No,NA,,8,No hubo apagones,No,NA,,10,3,No,NA,,9,9,9,No,NA,,1,Si,Si,5,7,5,5,5,5,5,4,No cuenta con bibliotecas,No cuenta con centros comunitarios,1,No hay espacios para personas con discapacidad en el area,Nunca,Bastante,Bastante,Bastante,la x,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Selected,NA,NA,Selected,NA,NA,NA,NA,NA,NA,NA,,Sí,6,NA,Selected,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Calles y pavimentación,,Servicios basicos,,Poco,No,,,Media,La misma ciudadanía,8,10,5,6,No,Sí,No,No,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,68,60 anos o más,Hogar,Primaria terminada,Si,"$0.00 a $2,186.87",,"$0.00 a $2,186.87",,azteca,Si
2023-11-11T11:33:00Z,2023-11-11T11:44:51Z,False,45995903,aemtablet10,3887,6,8,Mejorado algo,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,Sí,Sí,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,8,8,7,9,8,9,Satisfecho,Algo satisfecho,Algo satisfecho,Poco satisfecho,Algo satisfecho,Satisfecho,8,5,10,6,7,5,7,Si,No,1,8,Solo hubo un apagon,No,NA,,7,1,No,NA,,8,8,7,No,NA,,3,Si,Si,2,7,7,6,6,8,8,9,No cuenta con bibliotecas,9,7,7,Pocas veces,Algo,Algo,Nada,la delincuencia,1,No,NA,NA,NA,Si,NA,NA,NA,Selected,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,Sí,9,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Algo,Calles y pavimentación,,Alubrado público,,Poco,No,,,Media,La misma ciudadanía,7,6,6,7,No,Sí,Sí,Sí,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,18,18 a 29 anos,Empleado empresa privada,Preparatoria incompleta,No,NA,,"$8,747.49 a $10,934.35",,aztecas,Si
2023-11-11T11:18:36Z,2023-11-11T11:31:24Z,False,45995904,aemtablet10,1698,6,8,Igual,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,No,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,NA,NA,Selected,NA,NA,NA,NA,,IMSS Bienestar,,8,9,7,8,10,10,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,6,9,6,4,7,4,7,No,NA,,8,No hubo apagones,No,NA,,9,3,No,NA,,8,9,8,No,NA,,6,No,NA,,9,8,8,8,7,6,8,No cuenta con bibliotecas,9,7,No hay espacios para personas con discapacidad en el area,Nunca,Bastante,Bastante,Bastante,la x,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Transporte publico,,Poco,Sí,ninguno,en casa,Media,La misma ciudadanía,8,8,7,8,No,Sí,No,No,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,58,45 a 59 anos,Hogar,Secundaria terminada,No,NA,,"$2,186.88 a $4,373.74",,azteca,Si
2023-11-11T10:49:13Z,2023-11-11T11:04:09Z,False,45995945,aemtablet14,1698,6,6,Mejorado mucho,Les alcanza bien y pueden ahorrar,Sí,7,,Publica,,,NA,,,NA,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Selected,NA,NA,NA,Selected,NA,NA,,Servicio medico privado/particulares,,4,8,3,7,8,9,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,9,9,9,8,10,10,7,No,NA,,8,No hubo apagones,No,NA,,7,3,No,NA,,8,7,8,No,NA,,8,No,NA,,8,9,8,6,6,6,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,No hay banquetas en mi area,No hay espacios para personas con discapacidad en el area,Nunca,Mucho,Mucho,Poco,monumento,2,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Poco,Inseguridad/Violencia,,Servicios basicos,,Nada,No,,,Media,Gobierno Municipal,7,7,7,7,No,No,No,Sí,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,35,30 a 44 anos,Hogar,Universidad terminada,Si,"$0.00 a $2,186.87",,"$0.00 a $2,186.87",,azteca,Si
2023-11-11T11:06:09Z,2023-11-11T11:16:37Z,False,45995946,aemtablet14,1698,6,6,Igual,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,Selected,NA,NA,NA,NA,,IMSS Bienestar,,4,4,4,4,8,6,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,10,7,6,8,10,9,7,No,NA,,4,No hubo apagones,No,NA,,9,3,No,NA,,9,8,8,No,NA,,8,No,NA,,8,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,No hay banquetas en mi area,No hay espacios para personas con discapacidad en el area,Nunca,Mucho,Mucho,Mucho,la x,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Corrupcion,,Nada,No,,,Baja,Ninguna,5,5,5,10,No,No,Sí,Sí,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,46,45 a 59 anos,Empleado empresa privada,Primaria terminada,No,NA,,"$0.00 a $2,186.87",,azteca,Si
